NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,234722.50,A,3313.3316,N,11722.9010,W,7.658,244.287,091210,0,W,A*2E
$GPRMC,234725.50,A,3313.3280,N,11722.9113,W,14.139,246.835,091210,0,W,A*16
$GPRMC,234728.50,A,3313.3219,N,11722.9275,W,20.646,245.570,091210,0,W,A*1F
$GPRMC,234731.50,A,3313.3141,N,11722.9492,W,25.167,246.380,091210,0,W,A*1D
$GPRMC,234734.50,A,3313.3052,N,11722.9741,W,28.368,246.116,091210,0,W,A*1B
$GPRMC,234737.50,A,3313.2956,N,11723.0014,W,29.501,246.204,091210,0,W,A*13
$GPRMC,234740.50,A,3313.2857,N,11723.0280,W,27.947,246.707,091210,0,W,A*1A
$GPRMC,234743.50,A,3313.2769,N,11723.0529,W,26.345,246.465,091210,0,W,A*11
$GPRMC,234746.50,A,3313.2690,N,11723.0748,W,20.289,246.676,091210,0,W,A*11
$GPRMC,234749.50,A,3313.2635,N,11723.0899,W,13.161,244.668,091210,0,W,A*1A
$GPRMC,234755.50,A,3313.2586,N,11723.1024,W,13.058,245.735,091210,0,W,A*10
$GPRMC,234758.50,A,3313.2533,N,11723.1183,W,19.749,246.713,091210,0,W,A*15
$GPRMC,234801.50,A,3313.2460,N,11723.1386,W,24.438,246.343,091210,0,W,A*1C
$GPRMC,234804.50,A,3313.2371,N,11723.1630,W,26.481,244.491,091210,0,W,A*1C
$GPRMC,234807.50,A,3313.2234,N,11723.1848,W,28.139,227.237,091210,0,W,A*19
$GPRMC,234810.50,A,3313.2033,N,11723.2014,W,28.663,205.858,091210,0,W,A*13
$GPRMC,234813.50,A,3313.1790,N,11723.2100,W,30.428,187.103,091210,0,W,A*13
$GPRMC,234816.50,A,3313.1509,N,11723.2106,W,32.628,181.626,091210,0,W,A*14
$GPRMC,234819.50,A,3313.1226,N,11723.2099,W,33.134,181.410,091210,0,W,A*1A
$GPRMC,234822.50,A,3313.0942,N,11723.2101,W,33.254,182.006,091210,0,W,A*1F
$GPRMC,234825.50,A,3313.0666,N,11723.2113,W,31.864,181.732,091210,0,W,A*1A
$GPRMC,234828.50,A,3313.0410,N,11723.2125,W,27.028,186.038,091210,0,W,A*1C
$GPRMC,234831.50,A,3313.0214,N,11723.2171,W,19.881,197.750,091210,0,W,A*18
$GPRMC,234834.50,A,3313.0104,N,11723.2234,W,10.893,208.130,091210,0,W,A*12
$GPRMC,234937.50,A,3313.0026,N,11723.2299,W,10.502,216.093,091210,0,W,A*14
$GPRMC,234940.50,A,3312.9939,N,11723.2380,W,16.112,222.708,091210,0,W,A*13
$GPRMC,234943.50,A,3312.9851,N,11723.2511,W,17.891,232.691,091210,0,W,A*12
$GPRMC,234946.50,A,3312.9773,N,11723.2657,W,16.955,237.478,091210,0,W,A*11
$GPRMC,234949.50,A,3312.9710,N,11723.2782,W,13.376,241.720,091210,0,W,A*13
$GPRMC,234952.50,A,3312.9680,N,11723.2872,W,4.665,248.935,091210,0,W,A*23
$GPRMC,235237.50,A,3312.9674,N,11723.2908,W,7.545,245.627,091210,0,W,A*2E
$GPRMC,235240.50,A,3312.9612,N,11723.2992,W,12.329,208.522,091210,0,W,A*1A
