NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,185801.000,A,3244.2386,N,11710.5695,W,3.50,301.60,140310,,,A*7B
$GPRMC,185804.000,A,3244.2472,N,11710.5760,W,9.40,313.70,140310,,,A*70
$GPRMC,185807.000,A,3244.2668,N,11710.5893,W,21.30,324.30,140310,,,A*44
$GPRMC,185810.000,A,3244.2893,N,11710.6092,W,28.80,322.40,140310,,,A*41
$GPRMC,185813.000,A,3244.3151,N,11710.6339,W,35.40,320.20,140310,,,A*42
$GPRMC,185816.000,A,3244.3432,N,11710.6588,W,38.90,321.30,140310,,,A*4B
$GPRMC,185819.000,A,3244.3759,N,11710.6847,W,41.00,323.30,140310,,,A*41
$GPRMC,185822.000,A,3244.4040,N,11710.7101,W,41.40,322.00,140310,,,A*4D
$GPRMC,185825.000,A,3244.4301,N,11710.7386,W,42.50,316.80,140310,,,A*4C
$GPRMC,185828.000,A,3244.4634,N,11710.7714,W,45.30,316.90,140310,,,A*4D
$GPRMC,185831.000,A,3244.4921,N,11710.8038,W,44.70,313.30,140310,,,A*42
$GPRMC,185834.000,A,3244.5140,N,11710.8393,W,44.80,300.30,140310,,,A*46
$GPRMC,185837.000,A,3244.5318,N,11710.8799,W,46.50,295.20,140310,,,A*47
$GPRMC,185840.000,A,3244.5498,N,11710.9229,W,49.40,296.30,140310,,,A*4B
$GPRMC,185843.000,A,3244.5684,N,11710.9684,W,51.30,295.90,140310,,,A*43
$GPRMC,185846.000,A,3244.5886,N,11711.0154,W,53.30,296.20,140310,,,A*42
$GPRMC,185849.000,A,3244.6118,N,11711.0658,W,56.10,298.00,140310,,,A*40
$GPRMC,185852.000,A,3244.6348,N,11711.1139,W,54.70,299.00,140310,,,A*49
$GPRMC,185855.000,A,3244.6568,N,11711.1609,W,54.70,298.80,140310,,,A*47
$GPRMC,185858.000,A,3244.6791,N,11711.2086,W,55.40,298.60,140310,,,A*40
$GPRMC,185901.000,A,3244.7018,N,11711.2574,W,56.50,298.70,140310,,,A*41
$GPRMC,185904.000,A,3244.7249,N,11711.3072,W,57.80,298.70,140310,,,A*4C
$GPRMC,185907.000,A,3244.7488,N,11711.3577,W,58.90,298.80,140310,,,A*45
$GPRMC,185910.000,A,3244.7728,N,11711.4091,W,59.20,298.70,140310,,,A*45
$GPRMC,185913.000,A,3244.7969,N,11711.4609,W,60.10,299.00,140310,,,A*45
$GPRMC,185916.000,A,3244.8212,N,11711.5130,W,60.00,298.60,140310,,,A*42
$GPRMC,185919.000,A,3244.8469,N,11711.5641,W,60.00,303.20,140310,,,A*41
$GPRMC,185922.000,A,3244.8763,N,11711.6118,W,59.50,307.40,140310,,,A*45
$GPRMC,185925.000,A,3244.9077,N,11711.6558,W,57.80,311.90,140310,,,A*48
$GPRMC,185928.000,A,3244.9406,N,11711.6967,W,57.50,316.30,140310,,,A*47
$GPRMC,185931.000,A,3244.9760,N,11711.7342,W,56.90,320.00,140310,,,A*4B
$GPRMC,185934.000,A,3245.0135,N,11711.7690,W,56.50,323.00,140310,,,A*45
$GPRMC,185937.000,A,3245.0511,N,11711.8010,W,55.60,325.90,140310,,,A*4A
$GPRMC,185940.000,A,3245.0895,N,11711.8323,W,56.10,324.20,140310,,,A*46
$GPRMC,185943.000,A,3245.1270,N,11711.8661,W,56.90,321.40,140310,,,A*4D
$GPRMC,185946.000,A,3245.1626,N,11711.9040,W,58.00,315.60,140310,,,A*49
$GPRMC,185949.000,A,3245.1963,N,11711.9458,W,59.10,312.50,140310,,,A*41
$GPRMC,185952.000,A,3245.2283,N,11711.9904,W,58.90,309.80,140310,,,A*47
$GPRMC,185955.000,A,3245.2607,N,11712.0331,W,57.20,313.60,140310,,,A*4F
$GPRMC,185958.000,A,3245.2935,N,11712.0731,W,55.60,315.00,140310,,,A*4E
$GPRMC,190001.000,A,3245.3279,N,11712.1063,W,51.10,328.10,140310,,,A*40
$GPRMC,190004.000,A,3245.3670,N,11712.1247,W,50.60,346.70,140310,,,A*44
$GPRMC,190007.000,A,3245.4093,N,11712.1257,W,51.50,07.30,140310,,,A*7A
$GPRMC,190010.000,A,3245.4513,N,11712.1140,W,51.60,19.00,140310,,,A*7B
$GPRMC,190013.000,A,3245.4901,N,11712.0924,W,51.70,29.40,140310,,,A*7A
$GPRMC,190016.000,A,3245.5239,N,11712.0608,W,52.00,45.00,140310,,,A*75
$GPRMC,190019.000,A,3245.5517,N,11712.0203,W,52.90,57.30,140310,,,A*77
$GPRMC,190022.000,A,3245.5712,N,11711.9737,W,53.40,69.90,140310,,,A*7B
$GPRMC,190025.000,A,3245.5838,N,11711.9224,W,54.90,75.90,140310,,,A*7B
$GPRMC,190028.000,A,3245.5950,N,11711.8692,W,55.80,75.80,140310,,,A*70
$GPRMC,190031.000,A,3245.6062,N,11711.8153,W,56.70,76.10,140310,,,A*7F
$GPRMC,190034.000,A,3245.6175,N,11711.7608,W,56.90,76.10,140310,,,A*75
$GPRMC,190037.000,A,3245.6279,N,11711.7060,W,56.60,78.80,140310,,,A*79
$GPRMC,190040.000,A,3245.6315,N,11711.6506,W,55.90,87.20,140310,,,A*70
$GPRMC,190043.000,A,3245.6241,N,11711.5928,W,58.30,99.50,140310,,,A*7F
$GPRMC,190046.000,A,3245.6153,N,11711.5359,W,58.20,100.50,140310,,,A*46
$GPRMC,190049.000,A,3245.6056,N,11711.4790,W,58.50,101.00,140310,,,A*4E
$GPRMC,190052.000,A,3245.5955,N,11711.4211,W,59.30,101.20,140310,,,A*44
$GPRMC,190055.000,A,3245.5868,N,11711.3614,W,60.90,99.30,140310,,,A*7B
$GPRMC,190058.000,A,3245.5789,N,11711.3010,W,61.80,98.00,140310,,,A*76
$GPRMC,190101.000,A,3245.5710,N,11711.2397,W,62.50,98.20,140310,,,A*7A
$GPRMC,190104.000,A,3245.5643,N,11711.1780,W,62.70,94.80,140310,,,A*7D
$GPRMC,190107.000,A,3245.5616,N,11711.1164,W,62.20,92.10,140310,,,A*78
$GPRMC,190110.000,A,3245.5594,N,11711.0547,W,62.00,92.40,140310,,,A*74
$GPRMC,190113.000,A,3245.5572,N,11710.9940,W,60.80,92.30,140310,,,A*71
$GPRMC,190116.000,A,3245.5554,N,11710.9337,W,60.90,91.90,140310,,,A*72
$GPRMC,190121.000,A,3245.5528,N,11710.8338,W,59.70,90.70,140310,,,A*78
$GPRMC,190124.000,A,3245.5516,N,11710.7749,W,59.90,92.10,140310,,,A*77
$GPRMC,190127.000,A,3245.5489,N,11710.7153,W,60.80,94.00,140310,,,A*72
$GPRMC,190130.000,A,3245.5457,N,11710.6552,W,60.50,92.10,140310,,,A*79
$GPRMC,190133.000,A,3245.5457,N,11710.5960,W,59.70,89.00,140310,,,A*77
$GPRMC,190136.000,A,3245.5495,N,11710.5383,W,58.10,84.70,140310,,,A*76
$GPRMC,190139.000,A,3245.5562,N,11710.4831,W,56.00,80.90,140310,,,A*76
$GPRMC,190142.000,A,3245.5672,N,11710.4314,W,51.20,75.60,140310,,,A*74
$GPRMC,190145.000,A,3245.5776,N,11710.3855,W,45.10,75.20,140310,,,A*7D
$GPRMC,190148.000,A,3245.5869,N,11710.3448,W,41.00,75.20,140310,,,A*74
$GPRMC,190151.000,A,3245.5956,N,11710.3062,W,39.00,75.00,140310,,,A*70
$GPRMC,190154.000,A,3245.6039,N,11710.2702,W,36.50,74.60,140310,,,A*7B
