NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,235243.53,A,3314.7768,N,11724.0775,W,40.720,149.523,051110,0,W,A*1E
$GPRMC,235246.53,A,3314.7471,N,11724.0556,W,41.945,148.903,051110,0,W,A*10
$GPRMC,235249.53,A,3314.7173,N,11724.0340,W,41.429,148.683,051110,0,W,A*19
$GPRMC,235252.53,A,3314.6874,N,11724.0120,W,41.824,148.811,051110,0,W,A*1C
$GPRMC,235255.53,A,3314.6567,N,11723.9900,W,42.604,148.817,051110,0,W,A*19
$GPRMC,235258.53,A,3314.6257,N,11723.9676,W,43.401,149.564,051110,0,W,A*10
$GPRMC,235301.53,A,3314.5937,N,11723.9447,W,44.568,149.002,051110,0,W,A*1F
$GPRMC,235304.53,A,3314.5616,N,11723.9214,W,44.938,148.961,051110,0,W,A*12
$GPRMC,235307.53,A,3314.5290,N,11723.8978,W,44.723,148.426,051110,0,W,A*11
$GPRMC,235310.53,A,3314.4965,N,11723.8747,W,44.232,149.149,051110,0,W,A*1D
$GPRMC,235313.53,A,3314.4646,N,11723.8519,W,43.755,149.544,051110,0,W,A*13
$GPRMC,235316.53,A,3314.4329,N,11723.8297,W,43.117,148.982,051110,0,W,A*1C
$GPRMC,235319.53,A,3314.4021,N,11723.8077,W,42.415,148.874,051110,0,W,A*1A
$GPRMC,235322.53,A,3314.3719,N,11723.7857,W,41.268,148.472,051110,0,W,A*19
$GPRMC,235325.53,A,3314.3430,N,11723.7641,W,40.262,147.561,051110,0,W,A*18
$GPRMC,235328.53,A,3314.3154,N,11723.7424,W,39.940,145.439,051110,0,W,A*18
$GPRMC,235331.53,A,3314.2882,N,11723.7206,W,40.467,143.350,051110,0,W,A*1D
$GPRMC,235334.53,A,3314.2619,N,11723.6962,W,41.019,140.464,051110,0,W,A*13
$GPRMC,235337.53,A,3314.2361,N,11723.6707,W,40.512,139.326,051110,0,W,A*17
$GPRMC,235340.53,A,3314.2108,N,11723.6443,W,40.221,136.757,051110,0,W,A*13
$GPRMC,235343.53,A,3314.1873,N,11723.6162,W,39.904,134.319,051110,0,W,A*1E
$GPRMC,235346.53,A,3314.1652,N,11723.5879,W,39.241,132.603,051110,0,W,A*14
$GPRMC,235349.53,A,3314.1431,N,11723.5586,W,40.542,132.679,051110,0,W,A*16
$GPRMC,235352.53,A,3314.1204,N,11723.5287,W,40.971,132.905,051110,0,W,A*12
$GPRMC,235355.53,A,3314.0975,N,11723.4991,W,40.028,132.888,051110,0,W,A*15
$GPRMC,235358.53,A,3314.0750,N,11723.4708,W,39.120,132.804,051110,0,W,A*1C
$GPRMC,235401.53,A,3314.0528,N,11723.4429,W,38.708,133.329,051110,0,W,A*12
$GPRMC,235404.53,A,3314.0309,N,11723.4159,W,37.497,134.664,051110,0,W,A*11
$GPRMC,235407.53,A,3314.0097,N,11723.3907,W,33.463,135.614,051110,0,W,A*1B
$GPRMC,235410.53,A,3313.9919,N,11723.3699,W,27.088,134.714,051110,0,W,A*10
$GPRMC,235413.53,A,3313.9795,N,11723.3541,W,16.252,132.792,051110,0,W,A*10
$GPRMC,235416.53,A,3313.9735,N,11723.3465,W,6.557,130.664,051110,0,W,A*21
$GPRMC,235431.53,A,3313.9709,N,11723.3435,W,8.238,132.393,051110,0,W,A*21
$GPRMC,235434.53,A,3313.9657,N,11723.3386,W,10.532,155.894,051110,0,W,A*18
$GPRMC,235437.53,A,3313.9539,N,11723.3419,W,18.268,199.632,051110,0,W,A*13
$GPRMC,235440.53,A,3313.9384,N,11723.3530,W,23.052,208.835,051110,0,W,A*18
$GPRMC,235443.53,A,3313.9202,N,11723.3660,W,26.156,210.200,051110,0,W,A*17
$GPRMC,235446.53,A,3313.8989,N,11723.3816,W,30.881,210.759,051110,0,W,A*19
$GPRMC,235449.53,A,3313.8765,N,11723.3997,W,32.989,214.137,051110,0,W,A*13
$GPRMC,235452.53,A,3313.8533,N,11723.4189,W,33.338,214.419,051110,0,W,A*10
$GPRMC,235455.53,A,3313.8302,N,11723.4377,W,33.412,215.408,051110,0,W,A*1E
$GPRMC,235458.53,A,3313.8074,N,11723.4576,W,33.166,215.671,051110,0,W,A*1C
$GPRMC,235501.53,A,3313.7839,N,11723.4766,W,33.211,211.355,051110,0,W,A*18
$GPRMC,235504.53,A,3313.7593,N,11723.4931,W,33.133,203.833,051110,0,W,A*17
$GPRMC,235507.53,A,3313.7322,N,11723.5047,W,33.771,195.605,051110,0,W,A*16
$GPRMC,235510.53,A,3313.7054,N,11723.5131,W,32.481,191.242,051110,0,W,A*1C
$GPRMC,235513.53,A,3313.6784,N,11723.5182,W,32.016,184.493,051110,0,W,A*18
$GPRMC,235516.53,A,3313.6514,N,11723.5186,W,31.287,178.249,051110,0,W,A*19
$GPRMC,235519.53,A,3313.6245,N,11723.5170,W,31.436,177.336,051110,0,W,A*16
$GPRMC,235522.53,A,3313.5968,N,11723.5158,W,34.175,177.706,051110,0,W,A*13
$GPRMC,235525.53,A,3313.5674,N,11723.5144,W,34.802,177.783,051110,0,W,A*1F
$GPRMC,235528.53,A,3313.5381,N,11723.5119,W,34.644,176.740,051110,0,W,A*17
$GPRMC,235531.53,A,3313.5093,N,11723.5100,W,34.204,176.818,051110,0,W,A*15
$GPRMC,235534.53,A,3313.4805,N,11723.5078,W,33.823,177.201,051110,0,W,A*13
$GPRMC,235537.53,A,3313.4523,N,11723.5067,W,33.631,177.617,051110,0,W,A*19
$GPRMC,235540.53,A,3313.4241,N,11723.5051,W,33.849,176.973,051110,0,W,A*12
$GPRMC,235543.53,A,3313.3957,N,11723.5025,W,35.144,176.256,051110,0,W,A*17
$GPRMC,235546.53,A,3313.3654,N,11723.5004,W,36.665,175.499,051110,0,W,A*1C
$GPRMC,235549.53,A,3313.3345,N,11723.4970,W,38.703,171.332,051110,0,W,A*10
$GPRMC,235552.53,A,3313.3020,N,11723.4868,W,40.294,158.577,051110,0,W,A*1A
$GPRMC,235555.53,A,3313.2710,N,11723.4700,W,39.276,155.988,051110,0,W,A*1A
$GPRMC,235558.53,A,3313.2412,N,11723.4532,W,37.397,154.873,051110,0,W,A*11
$GPRMC,235601.53,A,3313.2135,N,11723.4379,W,35.712,155.662,051110,0,W,A*13
$GPRMC,235604.53,A,3313.1864,N,11723.4235,W,34.891,155.515,051110,0,W,A*17
$GPRMC,235607.53,A,3313.1604,N,11723.4098,W,33.477,156.435,051110,0,W,A*1A
$GPRMC,235610.53,A,3313.1354,N,11723.3962,W,33.162,155.620,051110,0,W,A*13
$GPRMC,235613.53,A,3313.1107,N,11723.3828,W,32.041,156.104,051110,0,W,A*18
$GPRMC,235616.53,A,3313.0878,N,11723.3710,W,29.013,156.299,051110,0,W,A*13
$GPRMC,235619.53,A,3313.0668,N,11723.3600,W,27.444,154.682,051110,0,W,A*17
$GPRMC,235622.53,A,3313.0475,N,11723.3492,W,26.207,156.288,051110,0,W,A*14
$GPRMC,235625.53,A,3313.0283,N,11723.3396,W,24.582,156.224,051110,0,W,A*11
$GPRMC,235628.53,A,3313.0093,N,11723.3303,W,26.048,157.054,051110,0,W,A*16
$GPRMC,235631.53,A,3312.9868,N,11723.3191,W,33.280,156.870,051110,0,W,A*1E
$GPRMC,235634.53,A,3312.9596,N,11723.3048,W,37.129,156.294,051110,0,W,A*16
$GPRMC,235637.53,A,3312.9303,N,11723.2896,W,38.319,156.119,051110,0,W,A*1D
$GPRMC,235640.53,A,3312.9010,N,11723.2743,W,36.609,155.420,051110,0,W,A*1D
$GPRMC,235643.53,A,3312.8738,N,11723.2588,W,35.389,155.694,051110,0,W,A*14
$GPRMC,235646.53,A,3312.8481,N,11723.2454,W,31.417,156.292,051110,0,W,A*15
$GPRMC,235649.53,A,3312.8258,N,11723.2336,W,26.470,156.577,051110,0,W,A*10
$GPRMC,235652.53,A,3312.8085,N,11723.2253,W,20.189,158.772,051110,0,W,A*16
$GPRMC,235655.53,A,3312.7962,N,11723.2201,W,12.836,159.057,051110,0,W,A*14
$GPRMC,235658.53,A,3312.7903,N,11723.2166,W,5.018,158.499,051110,0,W,A*29
