NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,211114,A,3343.5236,N,11747.4140,W,11.70,134.30,020810,,*30
$GPRMC,211211,A,3343.5150,N,11747.4066,W,6.60,139.80,020810,,*01
$GPRMC,211214,A,3343.5036,N,11747.3894,W,16.50,131.40,020810,,*31
$GPRMC,211217,A,3343.4829,N,11747.3578,W,31.70,129.00,020810,,*30
$GPRMC,211220,A,3343.4651,N,11747.3321,W,27.00,129.80,020810,,*37
$GPRMC,211223,A,3343.4536,N,11747.3158,W,17.10,132.50,020810,,*3F
$GPRMC,211305,A,3343.4441,N,11747.3054,W,7.70,130.80,020810,,*0E
$GPRMC,211308,A,3343.4332,N,11747.2937,W,17.20,134.50,020810,,*30
$GPRMC,211311,A,3343.4189,N,11747.2707,W,26.30,130.10,020810,,*34
$GPRMC,211314,A,3343.4065,N,11747.2525,W,19.00,134.70,020810,,*3D
$GPRMC,211317,A,3343.3976,N,11747.2475,W,8.90,168.60,020810,,*07
$GPRMC,211320,A,3343.3882,N,11747.2551,W,12.70,210.00,020810,,*31
$GPRMC,211323,A,3343.3780,N,11747.2659,W,14.30,219.50,020810,,*3A
$GPRMC,211326,A,3343.3704,N,11747.2763,W,11.30,242.80,020810,,*3D
$GPRMC,211329,A,3343.3701,N,11747.2896,W,13.70,274.30,020810,,*3A
$GPRMC,211332,A,3343.3829,N,11747.3037,W,20.40,306.70,020810,,*34
$GPRMC,211335,A,3343.3948,N,11747.3196,W,18.80,310.20,020810,,*3A
$GPRMC,211338,A,3343.4029,N,11747.3287,W,11.10,317.40,020810,,*3C
$GPRMC,211341,A,3343.4098,N,11747.3296,W,8.00,8.20,020810,,*0A
$GPRMC,211344,A,3343.4229,N,11747.3195,W,17.30,37.80,020810,,*0C
$GPRMC,211347,A,3343.4338,N,11747.3079,W,14.60,38.00,020810,,*0C
$GPRMC,211356,A,3343.4438,N,11747.3003,W,8.60,15.60,020810,,*32
$GPRMC,211359,A,3343.4552,N,11747.3043,W,15.00,334.10,020810,,*39
$GPRMC,211402,A,3343.4653,N,11747.3169,W,19.90,314.30,020810,,*3E
$GPRMC,211405,A,3343.4774,N,11747.3332,W,21.40,310.60,020810,,*36
$GPRMC,211408,A,3343.4887,N,11747.3482,W,19.80,311.00,020810,,*34
$GPRMC,211411,A,3343.4978,N,11747.3590,W,12.10,313.90,020810,,*36
$GPRMC,211426,A,3343.5009,N,11747.3653,W,4.50,309.60,020810,,*07
