NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,001851.000,A,3303.2340,N,11704.3200,W,5.10,14.00,270310,,,A*43
$GPRMC,001855.000,A,3303.2397,N,11704.3184,W,6.80,14.00,270310,,,A*48
$GPRMC,001859.000,A,3303.2523,N,11704.3161,W,13.60,20.00,270310,,,A*7B
$GPRMC,001903.000,A,3303.2653,N,11704.3108,W,13.20,18.00,270310,,,A*71
$GPRMC,001907.000,A,3303.2816,N,11704.3053,W,13.70,16.00,270310,,,A*7E
$GPRMC,001911.000,A,3303.2989,N,11704.2989,W,14.60,16.00,270310,,,A*77
$GPRMC,001915.000,A,3303.3162,N,11704.2921,W,18.70,18.00,270310,,,A*7E
$GPRMC,001919.000,A,3303.3387,N,11704.2826,W,19.60,20.00,270310,,,A*76
$GPRMC,001923.000,A,3303.3589,N,11704.2733,W,23.80,20.00,270310,,,A*7B
$GPRMC,001927.000,A,3303.3809,N,11704.2622,W,22.80,20.00,270310,,,A*7A
$GPRMC,001931.000,A,3303.4031,N,11704.2502,W,22.40,20.00,270310,,,A*74
$GPRMC,001935.000,A,3303.4293,N,11704.2360,W,22.10,22.00,270310,,,A*7F
$GPRMC,001939.000,A,3303.4501,N,11704.2243,W,22.30,22.00,270310,,,A*7D
$GPRMC,001943.000,A,3303.4658,N,11704.2169,W,18.00,22.00,270310,,,A*7E
$GPRMC,001947.000,A,3303.4841,N,11704.2073,W,17.30,24.00,270310,,,A*7C
$GPRMC,001951.000,A,3303.5011,N,11704.1982,W,18.30,22.00,270310,,,A*7A
$GPRMC,001955.000,A,3303.5188,N,11704.1910,W,17.90,20.00,270310,,,A*73
$GPRMC,001959.000,A,3303.5400,N,11704.1821,W,18.20,20.00,270310,,,A*7D
$GPRMC,002003.000,A,3303.5603,N,11704.1741,W,20.60,18.00,270310,,,A*74
$GPRMC,002007.000,A,3303.5852,N,11704.1658,W,24.20,16.00,270310,,,A*7D
$GPRMC,002011.000,A,3303.6159,N,11704.1555,W,25.30,14.00,270310,,,A*77
$GPRMC,002015.000,A,3303.6420,N,11704.1480,W,25.10,12.00,270310,,,A*75
$GPRMC,002019.000,A,3303.6674,N,11704.1414,W,24.30,12.00,270310,,,A*74
$GPRMC,002023.000,A,3303.6919,N,11704.1360,W,22.90,10.00,270310,,,A*73
$GPRMC,002025.000,A,3303.7062,N,11704.1333,W,24.90,08.00,270310,,,A*78
$GPRMC,002029.000,A,3303.7330,N,11704.1289,W,25.30,06.00,270310,,,A*75
$GPRMC,002033.000,A,3303.7603,N,11704.1252,W,25.50,06.00,270310,,,A*7B
$GPRMC,002037.000,A,3303.7858,N,11704.1225,W,22.50,04.00,270310,,,A*7A
$GPRMC,002039.000,A,3303.7986,N,11704.1214,W,19.80,04.00,270310,,,A*71
$GPRMC,002043.000,A,3303.8194,N,11704.1201,W,19.30,02.00,270310,,,A*71
