NMEA Sentence Code,UTC Time,Status,Latitude,Latitude Direction,Longitude,Longitude Direction,Speed (knots),Track Angle (degrees true),Date,MagneticVariation,Magnetic Variation Direction,[FAA Mode]-Optional,Checksum
$GPRMC,034520.4,A,3243.6814,N,11710.9666,W,27.40,110.80,190210,,*23
$GPRMC,034523.4,A,3243.6742,N,11710.9429,W,27.30,110.90,190210,,*23
$GPRMC,034526.4,A,3243.6643,N,11710.9189,W,27.00,112.40,190210,,*25
$GPRMC,034529.4,A,3243.6576,N,11710.8919,W,28.80,107.10,190210,,*29
$GPRMC,034532.4,A,3243.6526,N,11710.8617,W,30.20,101.40,190210,,*27
$GPRMC,034535.4,A,3243.6504,N,11710.8322,W,30.10,95.20,190210,,*1A
$GPRMC,034538.4,A,3243.6505,N,11710.8012,W,30.50,88.10,190210,,*1D
$GPRMC,034541.4,A,3243.6524,N,11710.7733,W,28.00,84.20,190210,,*18
$GPRMC,034544.4,A,3243.6560,N,11710.7467,W,27.40,80.00,190210,,*12
$GPRMC,034547.4,A,3243.6594,N,11710.7208,W,26.20,80.20,190210,,*10
$GPRMC,034550.4,A,3243.6618,N,11710.6990,W,20.60,84.00,190210,,*1E
$GPRMC,034553.4,A,3243.6627,N,11710.6852,W,11.50,85.90,190210,,*17
$GPRMC,034611.4,A,3243.6627,N,11710.6718,W,11.40,96.00,190210,,*19
$GPRMC,034614.4,A,3243.6626,N,11710.6601,W,12.20,93.10,190210,,*15
$GPRMC,034617.4,A,3243.6660,N,11710.6495,W,10.90,57.80,190210,,*13
$GPRMC,034620.4,A,3243.6781,N,11710.6435,W,14.60,24.40,190210,,*10
$GPRMC,034625.4,A,3243.7068,N,11710.6238,W,23.50,39.40,190210,,*14
$GPRMC,034628.4,A,3243.7168,N,11710.6007,W,26.00,63.40,190210,,*19
$GPRMC,034631.4,A,3243.7233,N,11710.5716,W,31.30,70.40,190210,,*1F
$GPRMC,034634.4,A,3243.7331,N,11710.5416,W,30.90,69.20,190210,,*1F
$GPRMC,034638.4,A,3243.7434,N,11710.5029,W,31.50,71.50,190210,,*1A
$GPRMC,034641.4,A,3243.7523,N,11710.4755,W,27.40,67.60,190210,,*1C
$GPRMC,034644.4,A,3243.7569,N,11710.4586,W,16.30,71.00,190210,,*1F
$GPRMC,034647.4,A,3243.7616,N,11710.4475,W,11.30,66.30,190210,,*18
$GPRMC,034650.4,A,3243.7641,N,11710.4421,W,4.40,67.90,190210,,*25
$GPRMC,034725.4,A,3243.7692,N,11710.4335,W,5.50,48.00,190210,,*2E
$GPRMC,034731.4,A,3243.7839,N,11710.4278,W,7.80,3.20,190210,,*1E
$GPRMC,034734.4,A,3243.8048,N,11710.4355,W,15.90,340.30,190210,,*23
$GPRMC,034737.4,A,3243.8382,N,11710.4504,W,30.90,338.50,190210,,*29
$GPRMC,034740.4,A,3243.8679,N,11710.4651,W,33.20,337.60,190210,,*2F
$GPRMC,034743.4,A,3243.8948,N,11710.4755,W,34.40,339.00,190210,,*2D
$GPRMC,034746.4,A,3243.9197,N,11710.4906,W,35.00,334.10,190210,,*22
$GPRMC,034749.4,A,3243.9470,N,11710.5094,W,36.20,328.40,190210,,*2B
$GPRMC,034754.4,A,3243.9892,N,11710.5440,W,38.30,324.50,190210,,*28
$GPRMC,034757.4,A,3244.0160,N,11710.5672,W,39.90,323.30,190210,,*28
$GPRMC,034800.4,A,3244.0424,N,11710.5928,W,40.90,321.80,190210,,*27
$GPRMC,034803.4,A,3244.0695,N,11710.6155,W,39.50,324.30,190210,,*21
$GPRMC,034806.4,A,3244.0953,N,11710.6370,W,37.20,325.00,190210,,*2F
$GPRMC,034809.4,A,3244.1194,N,11710.6579,W,34.80,323.30,190210,,*21
$GPRMC,034812.4,A,3244.1417,N,11710.6782,W,33.90,322.60,190210,,*21
$GPRMC,034815.4,A,3244.1647,N,11710.6987,W,35.60,322.90,190210,,*2C
$GPRMC,034818.4,A,3244.1915,N,11710.7167,W,37.40,332.10,190210,,*27
$GPRMC,034822.4,A,3244.2352,N,11710.7362,W,41.80,339.40,190210,,*20
$GPRMC,034825.4,A,3244.2685,N,11710.7495,W,42.00,335.90,190210,,*2D
$GPRMC,034828.4,A,3244.2983,N,11710.7722,W,42.70,324.40,190210,,*2C
$GPRMC,034831.4,A,3244.3230,N,11710.8006,W,41.80,315.40,190210,,*26
$GPRMC,034834.4,A,3244.3378,N,11710.8382,W,44.60,301.30,190210,,*28
$GPRMC,034837.4,A,3244.3580,N,11710.8819,W,49.60,299.50,190210,,*28
$GPRMC,034840.4,A,3244.3775,N,11710.9257,W,50.20,298.70,190210,,*2E
$GPRMC,034843.4,A,3244.3974,N,11710.9673,W,48.40,299.00,190210,,*29
$GPRMC,034846.4,A,3244.4140,N,11711.0111,W,47.80,297.30,190210,,*21
$GPRMC,034849.4,A,3244.4308,N,11711.0520,W,46.00,297.20,190210,,*2E
$GPRMC,034853.4,A,3244.4540,N,11711.1046,W,46.40,295.90,190210,,*26
$GPRMC,034856.4,A,3244.4703,N,11711.1485,W,48.60,294.10,190210,,*28
$GPRMC,034859.4,A,3244.4893,N,11711.1922,W,49.70,295.10,190210,,*20
$GPRMC,034902.4,A,3244.5072,N,11711.2375,W,51.10,295.10,190210,,*2D
$GPRMC,034905.4,A,3244.5241,N,11711.2835,W,50.70,295.40,190210,,*25
$GPRMC,034910.4,A,3244.5595,N,11711.3552,W,50.30,298.80,190210,,*27
$GPRMC,034913.4,A,3244.5780,N,11711.3989,W,50.20,297.70,190210,,*29
$GPRMC,034916.4,A,3244.6001,N,11711.4442,W,53.40,298.90,190210,,*28
$GPRMC,034919.4,A,3244.6231,N,11711.4915,W,55.60,300.90,190210,,*2D
$GPRMC,034922.4,A,3244.6492,N,11711.5370,W,53.90,302.90,190210,,*29
$GPRMC,034926.4,A,3244.6782,N,11711.5988,W,54.60,299.10,190210,,*21
$GPRMC,034929.4,A,3244.7013,N,11711.6495,W,58.60,297.50,190210,,*24
$GPRMC,034932.4,A,3244.7259,N,11711.6980,W,54.70,301.50,190210,,*28
$GPRMC,034935.4,A,3244.7457,N,11711.7369,W,43.70,300.90,190210,,*20
$GPRMC,034938.4,A,3244.7518,N,11711.7728,W,39.70,284.40,190210,,*2B
$GPRMC,034941.4,A,3244.7458,N,11711.8068,W,38.10,261.40,190210,,*20
$GPRMC,034944.4,A,3244.7331,N,11711.8412,W,35.80,255.10,190210,,*22
$GPRMC,034947.4,A,3244.7280,N,11711.8718,W,30.50,257.50,190210,,*2D
$GPRMC,034950.4,A,3244.7228,N,11711.8979,W,25.60,258.40,190210,,*29
$GPRMC,034953.4,A,3244.7214,N,11711.9200,W,23.60,268.20,190210,,*22
$GPRMC,034959.4,A,3244.7365,N,11711.9725,W,30.10,295.70,190210,,*2F
$GPRMC,035002.4,A,3244.7543,N,11711.9981,W,33.20,305.20,190210,,*26
$GPRMC,035005.4,A,3244.7709,N,11712.0278,W,36.30,305.00,190210,,*2C
$GPRMC,035008.4,A,3244.7905,N,11712.0564,W,37.00,306.20,190210,,*2A
$GPRMC,035011.4,A,3244.8092,N,11712.0854,W,36.60,306.80,190210,,*29
$GPRMC,035014.4,A,3244.8292,N,11712.1151,W,37.60,306.50,190210,,*2F
$GPRMC,035017.4,A,3244.8464,N,11712.1464,W,38.80,304.60,190210,,*20
$GPRMC,035020.4,A,3244.8647,N,11712.1751,W,36.80,306.40,190210,,*2C
$GPRMC,035024.4,A,3244.8869,N,11712.2151,W,34.30,304.90,190210,,*29
$GPRMC,035027.4,A,3244.9018,N,11712.2406,W,30.80,306.00,190210,,*26
$GPRMC,035030.4,A,3244.9163,N,11712.2644,W,28.90,305.90,190210,,*2B
$GPRMC,035033.4,A,3244.9309,N,11712.2857,W,27.70,306.90,190210,,*28
$GPRMC,035036.4,A,3244.9447,N,11712.3062,W,25.60,307.00,190210,,*24
$GPRMC,035039.4,A,3244.9557,N,11712.3218,W,19.70,310.30,190210,,*2F
$GPRMC,035042.4,A,3244.9632,N,11712.3315,W,10.80,316.60,190210,,*2A
$GPRMC,035045.4,A,3244.9664,N,11712.3368,W,5.90,316.70,190210,,*10
$GPRMC,035131.4,A,3244.9695,N,11712.3496,W,7.90,289.60,190210,,*1E
$GPRMC,035135.4,A,3244.9856,N,11712.3694,W,20.00,306.80,190210,,*2F
$GPRMC,035138.4,A,3244.9950,N,11712.3892,W,22.40,301.60,190210,,*22
$GPRMC,035141.4,A,3245.0051,N,11712.4089,W,22.80,299.90,190210,,*2A
$GPRMC,035144.4,A,3245.0161,N,11712.4297,W,24.50,293.80,190210,,*20
$GPRMC,035147.4,A,3245.0216,N,11712.4530,W,24.30,286.70,190210,,*27
$GPRMC,035150.4,A,3245.0256,N,11712.4774,W,24.50,280.30,190210,,*23
$GPRMC,035154.4,A,3245.0270,N,11712.5075,W,20.50,273.30,190210,,*2C
$GPRMC,035157.4,A,3245.0272,N,11712.5253,W,18.00,271.40,190210,,*20
$GPRMC,035200.4,A,3245.0269,N,11712.5421,W,18.10,271.10,190210,,*2C
$GPRMC,035203.4,A,3245.0282,N,11712.5584,W,16.40,273.50,190210,,*29
$GPRMC,035206.4,A,3245.0311,N,11712.5704,W,11.50,288.90,190210,,*23
$GPRMC,035209.4,A,3245.0400,N,11712.5708,W,7.70,342.10,190210,,*1D
$GPRMC,035212.4,A,3245.0559,N,11712.5577,W,19.40,30.70,190210,,*1C
$GPRMC,035215.4,A,3245.0760,N,11712.5388,W,23.10,31.30,190210,,*1C
$GPRMC,035218.4,A,3245.0924,N,11712.5297,W,19.70,18.30,190210,,*14
$GPRMC,035221.4,A,3245.1023,N,11712.5265,W,11.00,12.50,190210,,*1F
$GPRMC,035224.4,A,3245.1078,N,11712.5262,W,10.50,7.10,190210,,*27
$GPRMC,035227.4,A,3245.1185,N,11712.5240,W,14.60,11.50,190210,,*13
$GPRMC,035230.4,A,3245.1347,N,11712.5190,W,19.30,13.40,190210,,*1C
$GPRMC,035233.4,A,3245.1503,N,11712.5151,W,19.40,16.10,190210,,*13
$GPRMC,035236.4,A,3245.1645,N,11712.5095,W,18.60,15.40,190210,,*1B
$GPRMC,035240.4,A,3245.1788,N,11712.5059,W,11.00,358.40,190210,,*2F
